Country,Cont,Cont_Det,Pop,Date,Cases,Deaths,Cases_cum,Deaths_cum,Deaths_Ratio_cum,Deaths_per1MPop,days_since_1_per5M
Afghanistan,AS,WA,37.17,2020-02-25,1,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-02-26,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-02-27,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-02-28,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-02-29,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-01,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-02,0,0,1,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-08,3,0,4,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-11,3,0,7,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-15,3,0,10,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-16,6,0,16,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-17,5,0,21,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-18,1,0,22,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-19,0,0,22,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-20,0,0,22,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-21,2,0,24,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-22,0,0,24,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-23,10,0,34,0,0.0,0.0,0
Afghanistan,AS,WA,37.17,2020-03-24,6,1,40,1,0.025,0.03,0
Afghanistan,AS,WA,37.17,2020-03-25,2,0,42,1,0.023809523809523808,0.03,0
Afghanistan,AS,WA,37.17,2020-03-26,33,0,75,1,0.013333333333333334,0.03,0
Afghanistan,AS,WA,37.17,2020-03-27,0,0,75,1,0.013333333333333334,0.03,0
Afghanistan,AS,WA,37.17,2020-03-28,16,1,91,2,0.02197802197802198,0.05,0
Afghanistan,AS,WA,37.17,2020-03-29,15,1,106,3,0.02830188679245283,0.08,0
Afghanistan,AS,WA,37.17,2020-03-30,8,1,114,4,0.03508771929824561,0.11,0
Afghanistan,AS,WA,37.17,2020-03-31,27,0,141,4,0.028368794326241134,0.11,0
Afghanistan,AS,WA,37.17,2020-04-01,25,0,166,4,0.024096385542168676,0.11,0
Afghanistan,AS,WA,37.17,2020-04-02,26,0,192,4,0.020833333333333332,0.11,0
Afghanistan,AS,WA,37.17,2020-04-03,43,0,235,4,0.01702127659574468,0.11,0
Afghanistan,AS,WA,37.17,2020-04-04,0,0,235,4,0.01702127659574468,0.11,0
Afghanistan,AS,WA,37.17,2020-04-05,35,1,270,5,0.018518518518518517,0.13,0
Afghanistan,AS,WA,37.17,2020-04-06,29,2,299,7,0.023411371237458192,0.19,0
Afghanistan,AS,WA,37.17,2020-04-07,38,0,337,7,0.020771513353115726,0.19,0
Afghanistan,AS,WA,37.17,2020-04-08,30,4,367,11,0.02997275204359673,0.3,1
Afghanistan,AS,WA,37.17,2020-04-09,56,3,423,14,0.03309692671394799,0.38,2
Afghanistan,AS,WA,37.17,2020-04-10,61,1,484,15,0.030991735537190084,0.4,3
Afghanistan,AS,WA,37.17,2020-04-11,37,0,521,15,0.028790786948176585,0.4,4
Afghanistan,AS,WA,37.17,2020-04-12,34,3,555,18,0.032432432432432434,0.48,5
Afghanistan,AS,WA,37.17,2020-04-13,52,0,607,18,0.029654036243822075,0.48,6
Afghanistan,AS,WA,37.17,2020-04-14,58,3,665,21,0.031578947368421054,0.56,7
Afghanistan,AS,WA,37.17,2020-04-15,49,2,714,23,0.03221288515406162,0.62,8
Afghanistan,AS,WA,37.17,2020-04-16,70,2,784,25,0.03188775510204082,0.67,9
Afghanistan,AS,WA,37.17,2020-04-17,10,4,794,29,0.036523929471032744,0.78,10
Afghanistan,AS,WA,37.17,2020-04-18,51,1,845,30,0.03550295857988166,0.81,11
Afghanistan,AS,WA,37.17,2020-04-19,63,0,908,30,0.03303964757709251,0.81,12
Afghanistan,AS,WA,37.17,2020-04-20,88,3,996,33,0.03313253012048193,0.89,13
Afghanistan,AS,WA,37.17,2020-04-21,35,2,1031,35,0.03394762366634336,0.94,14
Afghanistan,AS,WA,37.17,2020-04-22,61,1,1092,36,0.03296703296703297,0.97,15
Afghanistan,AS,WA,37.17,2020-04-23,84,4,1176,40,0.034013605442176874,1.08,16
Afghanistan,AS,WA,37.17,2020-04-24,105,2,1281,42,0.03278688524590164,1.13,17
Afghanistan,AS,WA,37.17,2020-04-25,70,1,1351,43,0.03182827535159141,1.16,18
Afghanistan,AS,WA,37.17,2020-04-26,112,4,1463,47,0.03212576896787423,1.26,19
Afghanistan,AS,WA,37.17,2020-04-27,68,10,1531,57,0.037230568256041804,1.53,20
Afghanistan,AS,WA,37.17,2020-04-28,172,0,1703,57,0.03347034644744568,1.53,21
Albania,EU,EU,2.87,2020-03-09,2,0,2,0,0.0,0.0,0
Albania,EU,EU,2.87,2020-03-10,4,0,6,0,0.0,0.0,0
Albania,EU,EU,2.87,2020-03-11,4,0,10,0,0.0,0.0,0
Albania,EU,EU,2.87,2020-03-12,1,1,11,1,0.09090909090909091,0.35,1
Albania,EU,EU,2.87,2020-03-13,12,0,23,1,0.043478260869565216,0.35,2
Albania,EU,EU,2.87,2020-03-14,10,0,33,1,0.030303030303030304,0.35,3
Albania,EU,EU,2.87,2020-03-15,5,0,38,1,0.02631578947368421,0.35,4
Albania,EU,EU,2.87,2020-03-16,4,0,42,1,0.023809523809523808,0.35,5
Albania,EU,EU,2.87,2020-03-17,9,0,51,1,0.0196078431372549,0.35,6
Albania,EU,EU,2.87,2020-03-18,4,0,55,1,0.01818181818181818,0.35,7
Albania,EU,EU,2.87,2020-03-19,4,1,59,2,0.03389830508474576,0.7,8
Albania,EU,EU,2.87,2020-03-20,11,0,70,2,0.02857142857142857,0.7,9
Albania,EU,EU,2.87,2020-03-21,0,0,70,2,0.02857142857142857,0.7,10
Albania,EU,EU,2.87,2020-03-22,6,0,76,2,0.02631578947368421,0.7,11
Albania,EU,EU,2.87,2020-03-23,13,0,89,2,0.02247191011235955,0.7,12
Albania,EU,EU,2.87,2020-03-24,11,2,100,4,0.04,1.39,13
Albania,EU,EU,2.87,2020-03-25,23,1,123,5,0.04065040650406504,1.74,14
Albania,EU,EU,2.87,2020-03-26,23,0,146,5,0.03424657534246575,1.74,15
Albania,EU,EU,2.87,2020-03-27,28,1,174,6,0.034482758620689655,2.09,16
Albania,EU,EU,2.87,2020-03-28,12,3,186,9,0.04838709677419355,3.14,17
Albania,EU,EU,2.87,2020-03-29,11,1,197,10,0.050761421319796954,3.48,18
Albania,EU,EU,2.87,2020-03-30,15,0,212,10,0.04716981132075472,3.48,19
Albania,EU,EU,2.87,2020-03-31,11,2,223,12,0.053811659192825115,4.18,20
Albania,EU,EU,2.87,2020-04-01,20,3,243,15,0.06172839506172839,5.23,21
Albania,EU,EU,2.87,2020-04-02,16,0,259,15,0.05791505791505792,5.23,22
Albania,EU,EU,2.87,2020-04-03,18,1,277,16,0.05776173285198556,5.57,23
Albania,EU,EU,2.87,2020-04-04,27,1,304,17,0.05592105263157895,5.92,24
Albania,EU,EU,2.87,2020-04-05,29,2,333,19,0.057057057057057055,6.62,25
Albania,EU,EU,2.87,2020-04-06,28,2,361,21,0.05817174515235457,7.32,26
Albania,EU,EU,2.87,2020-04-07,16,1,377,22,0.058355437665782495,7.67,27
Albania,EU,EU,2.87,2020-04-08,6,0,383,22,0.057441253263707574,7.67,28
Albania,EU,EU,2.87,2020-04-09,17,0,400,22,0.055,7.67,29
Albania,EU,EU,2.87,2020-04-10,9,1,409,23,0.05623471882640587,8.01,30
Albania,EU,EU,2.87,2020-04-11,7,0,416,23,0.055288461538461536,8.01,31
Albania,EU,EU,2.87,2020-04-12,17,0,433,23,0.053117782909930716,8.01,32
Albania,EU,EU,2.87,2020-04-13,13,0,446,23,0.0515695067264574,8.01,33
Albania,EU,EU,2.87,2020-04-14,21,0,467,23,0.04925053533190578,8.01,34
Albania,EU,EU,2.87,2020-04-15,8,1,475,24,0.05052631578947368,8.36,35
Albania,EU,EU,2.87,2020-04-16,19,1,494,25,0.05060728744939271,8.71,36
Albania,EU,EU,2.87,2020-04-17,24,1,518,26,0.05019305019305019,9.06,37
Albania,EU,EU,2.87,2020-04-18,21,0,539,26,0.04823747680890538,9.06,38
Albania,EU,EU,2.87,2020-04-19,9,0,548,26,0.04744525547445255,9.06,39
Albania,EU,EU,2.87,2020-04-20,14,0,562,26,0.046263345195729534,9.06,40
Albania,EU,EU,2.87,2020-04-21,22,0,584,26,0.04452054794520548,9.06,41
Albania,EU,EU,2.87,2020-04-22,25,0,609,26,0.042692939244663386,9.06,42
Albania,EU,EU,2.87,2020-04-23,25,1,634,27,0.04258675078864353,9.41,43
Albania,EU,EU,2.87,2020-04-24,29,0,663,27,0.04072398190045249,9.41,44
Albania,EU,EU,2.87,2020-04-25,15,0,678,27,0.03982300884955752,9.41,45
Albania,EU,EU,2.87,2020-04-26,34,0,712,27,0.037921348314606744,9.41,46
Albania,EU,EU,2.87,2020-04-27,14,1,726,28,0.03856749311294766,9.76,47
Albania,EU,EU,2.87,2020-04-28,10,0,736,28,0.03804347826086957,9.76,48
Algeria,AF,AF,42.23,2020-02-26,1,0,1,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-02-27,0,0,1,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-02-28,0,0,1,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-02-29,0,0,1,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-01,2,0,3,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-02,0,0,3,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-04,2,0,5,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-05,7,0,12,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-06,5,0,17,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-09,3,0,20,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-12,0,0,20,0,0.0,0.0,0
Algeria,AF,AF,42.23,2020-03-13,5,1,25,1,0.04,0.02,0
Algeria,AF,AF,42.23,2020-03-14,1,1,26,2,0.07692307692307693,0.05,0
Algeria,AF,AF,42.23,2020-03-15,11,0,37,2,0.05405405405405406,0.05,0
Algeria,AF,AF,42.23,2020-03-16,11,2,48,4,0.08333333333333333,0.09,0
Algeria,AF,AF,42.23,2020-03-17,10,0,58,4,0.06896551724137931,0.09,0
Algeria,AF,AF,42.23,2020-03-18,2,1,60,5,0.08333333333333333,0.12,0
Algeria,AF,AF,42.23,2020-03-19,12,1,72,6,0.08333333333333333,0.14,0
Algeria,AF,AF,42.23,2020-03-20,18,1,90,7,0.07777777777777778,0.17,0
Algeria,AF,AF,42.23,2020-03-21,12,3,102,10,0.09803921568627451,0.24,1
Algeria,AF,AF,42.23,2020-03-22,37,5,139,15,0.1079136690647482,0.36,2
Algeria,AF,AF,42.23,2020-03-23,62,2,201,17,0.0845771144278607,0.4,3
Algeria,AF,AF,42.23,2020-03-24,29,0,230,17,0.07391304347826087,0.4,4
Algeria,AF,AF,42.23,2020-03-25,34,2,264,19,0.07196969696969698,0.45,5
Algeria,AF,AF,42.23,2020-03-26,38,2,302,21,0.0695364238410596,0.5,6
Algeria,AF,AF,42.23,2020-03-27,65,4,367,25,0.0681198910081744,0.59,7
Algeria,AF,AF,42.23,2020-03-28,42,1,409,26,0.06356968215158924,0.62,8
Algeria,AF,AF,42.23,2020-03-29,45,3,454,29,0.06387665198237885,0.69,9
Algeria,AF,AF,42.23,2020-03-30,57,2,511,31,0.060665362035225046,0.73,10
Algeria,AF,AF,42.23,2020-03-31,73,4,584,35,0.059931506849315065,0.83,11
Algeria,AF,AF,42.23,2020-04-01,132,9,716,44,0.061452513966480445,1.04,12
Algeria,AF,AF,42.23,2020-04-02,131,14,847,58,0.06847697756788666,1.37,13
Algeria,AF,AF,42.23,2020-04-03,139,5,986,63,0.06389452332657201,1.49,14
Algeria,AF,AF,42.23,2020-04-04,185,42,1171,105,0.089666951323655,2.49,15
Algeria,AF,AF,42.23,2020-04-05,80,25,1251,130,0.10391686650679456,3.08,16
Algeria,AF,AF,42.23,2020-04-06,69,22,1320,152,0.11515151515151516,3.6,17
Algeria,AF,AF,42.23,2020-04-07,103,21,1423,173,0.12157413914265636,4.1,18
Algeria,AF,AF,42.23,2020-04-08,45,20,1468,193,0.13147138964577657,4.57,19
Algeria,AF,AF,42.23,2020-04-09,104,12,1572,205,0.13040712468193386,4.85,20
Algeria,AF,AF,42.23,2020-04-10,94,30,1666,235,0.14105642256902762,5.56,21
Algeria,AF,AF,42.23,2020-04-11,95,21,1761,256,0.14537194775695628,6.06,22
Algeria,AF,AF,42.23,2020-04-12,64,19,1825,275,0.1506849315068493,6.51,23
Algeria,AF,AF,42.23,2020-04-13,89,18,1914,293,0.15308254963427378,6.94,24
Algeria,AF,AF,42.23,2020-04-14,69,20,1983,313,0.1578416540595058,7.41,25
Algeria,AF,AF,42.23,2020-04-15,87,12,2070,325,0.1570048309178744,7.7,26
Algeria,AF,AF,42.23,2020-04-16,90,11,2160,336,0.15555555555555556,7.96,27
Algeria,AF,AF,42.23,2020-04-17,108,12,2268,348,0.15343915343915343,8.24,28
Algeria,AF,AF,42.23,2020-04-18,150,16,2418,364,0.15053763440860216,8.62,29
Algeria,AF,AF,42.23,2020-04-19,117,3,2535,367,0.14477317554240632,8.69,30
Algeria,AF,AF,42.23,2020-04-20,94,8,2629,375,0.14263978699125143,8.88,31
Algeria,AF,AF,42.23,2020-04-21,89,9,2718,384,0.141280353200883,9.09,32
Algeria,AF,AF,42.23,2020-04-22,93,8,2811,392,0.13945215225898258,9.28,33
Algeria,AF,AF,42.23,2020-04-23,99,10,2910,402,0.13814432989690723,9.52,34
Algeria,AF,AF,42.23,2020-04-24,97,5,3007,407,0.13535084802128367,9.64,35
Algeria,AF,AF,42.23,2020-04-25,120,8,3127,415,0.13271506236008954,9.83,36
Algeria,AF,AF,42.23,2020-04-26,129,4,3256,419,0.1286855036855037,9.92,37
Algeria,AF,AF,42.23,2020-04-27,126,6,3382,425,0.12566528681253697,10.06,38
Algeria,AF,AF,42.23,2020-04-28,135,7,3517,432,0.12283195905601364,10.23,39
Andorra,EU,EU,0.08,2020-03-03,1,0,1,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-14,1,0,2,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-16,3,0,5,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-17,9,0,14,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-18,0,0,14,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-19,39,0,53,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-20,22,0,75,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-21,0,0,75,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-22,13,0,88,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-23,25,0,113,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-24,20,0,133,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-25,31,0,164,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-26,24,0,188,0,0.0,0.0,0
Andorra,EU,EU,0.08,2020-03-27,36,3,224,3,0.013392857142857142,37.5,1
Andorra,EU,EU,0.08,2020-03-28,43,0,267,3,0.011235955056179775,37.5,2
Andorra,EU,EU,0.08,2020-03-29,41,1,308,4,0.012987012987012988,50.0,3
Andorra,EU,EU,0.08,2020-03-30,26,2,334,6,0.017964071856287425,75.0,4
Andorra,EU,EU,0.08,2020-03-31,36,2,370,8,0.021621621621621623,100.0,5
Andorra,EU,EU,0.08,2020-04-01,6,4,376,12,0.031914893617021274,150.0,6
Andorra,EU,EU,0.08,2020-04-02,14,2,390,14,0.035897435897435895,175.0,7
Andorra,EU,EU,0.08,2020-04-03,38,1,428,15,0.035046728971962614,187.5,8
Andorra,EU,EU,0.08,2020-04-04,11,1,439,16,0.03644646924829157,200.0,9
Andorra,EU,EU,0.08,2020-04-05,27,1,466,17,0.03648068669527897,212.5,10
Andorra,EU,EU,0.08,2020-04-06,35,1,501,18,0.03592814371257485,225.0,11
Andorra,EU,EU,0.08,2020-04-07,25,3,526,21,0.039923954372623575,262.5,12
Andorra,EU,EU,0.08,2020-04-08,19,1,545,22,0.04036697247706422,275.0,13
Andorra,EU,EU,0.08,2020-04-09,19,1,564,23,0.040780141843971635,287.5,14
Andorra,EU,EU,0.08,2020-04-10,19,2,583,25,0.04288164665523156,312.5,15
Andorra,EU,EU,0.08,2020-04-11,18,1,601,26,0.04326123128119801,325.0,16
Andorra,EU,EU,0.08,2020-04-12,21,2,622,28,0.04501607717041801,350.0,17
Andorra,EU,EU,0.08,2020-04-13,16,1,638,29,0.045454545454545456,362.5,18
Andorra,EU,EU,0.08,2020-04-14,8,0,646,29,0.04489164086687306,362.5,19
Andorra,EU,EU,0.08,2020-04-15,13,2,659,31,0.04704097116843703,387.5,20
Andorra,EU,EU,0.08,2020-04-16,14,2,673,33,0.04903417533432392,412.5,21
Andorra,EU,EU,0.08,2020-04-17,9,0,682,33,0.04838709677419355,412.5,22
Andorra,EU,EU,0.08,2020-04-18,14,2,696,35,0.05028735632183908,437.5,23
Andorra,EU,EU,0.08,2020-04-19,8,0,704,35,0.04971590909090909,437.5,24
Andorra,EU,EU,0.08,2020-04-20,9,1,713,36,0.05049088359046283,450.0,25
Andorra,EU,EU,0.08,2020-04-21,4,0,717,36,0.0502092050209205,450.0,26
Andorra,EU,EU,0.08,2020-04-22,0,1,717,37,0.05160390516039052,462.5,27
Andorra,EU,EU,0.08,2020-04-23,6,0,723,37,0.051175656984785614,462.5,28
Andorra,EU,EU,0.08,2020-04-24,1,0,724,37,0.05110497237569061,462.5,29
Andorra,EU,EU,0.08,2020-04-25,7,3,731,40,0.05471956224350205,500.0,30
Andorra,EU,EU,0.08,2020-04-26,2,0,733,40,0.054570259208731244,500.0,31
Andorra,EU,EU,0.08,2020-04-27,7,0,740,40,0.05405405405405406,500.0,32
Andorra,EU,EU,0.08,2020-04-28,3,0,743,40,0.05383580080753701,500.0,33
Angola,AF,AF,30.81,2020-03-22,2,0,2,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-23,0,0,2,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-24,0,0,2,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-25,0,0,2,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-26,0,0,2,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-27,1,0,3,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-28,1,0,4,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-29,0,0,4,0,0.0,0.0,0
Angola,AF,AF,30.81,2020-03-30,3,2,7,2,0.2857142857142857,0.06,0
Angola,AF,AF,30.81,2020-03-31,0,0,7,2,0.2857142857142857,0.06,0
Angola,AF,AF,30.81,2020-04-01,0,0,7,2,0.2857142857142857,0.06,0
Angola,AF,AF,30.81,2020-04-02,1,0,8,2,0.25,0.06,0
Angola,AF,AF,30.81,2020-04-03,0,0,8,2,0.25,0.06,0
Angola,AF,AF,30.81,2020-04-04,0,0,8,2,0.25,0.06,0
Angola,AF,AF,30.81,2020-04-05,2,0,10,2,0.2,0.06,0
Angola,AF,AF,30.81,2020-04-06,4,0,14,2,0.14285714285714285,0.06,0
Angola,AF,AF,30.81,2020-04-07,2,0,16,2,0.125,0.06,0
Angola,AF,AF,30.81,2020-04-08,1,0,17,2,0.11764705882352941,0.06,0
Angola,AF,AF,30.81,2020-04-09,2,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-10,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-11,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-12,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-13,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-14,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-15,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-16,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-17,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-18,0,0,19,2,0.10526315789473684,0.06,0
Angola,AF,AF,30.81,2020-04-19,5,0,24,2,0.08333333333333333,0.06,0
Angola,AF,AF,30.81,2020-04-20,0,0,24,2,0.08333333333333333,0.06,0
Angola,AF,AF,30.81,2020-04-21,0,0,24,2,0.08333333333333333,0.06,0
Angola,AF,AF,30.81,2020-04-22,0,0,24,2,0.08333333333333333,0.06,0
Angola,AF,AF,30.81,2020-04-23,0,0,24,2,0.08333333333333333,0.06,0
Angola,AF,AF,30.81,2020-04-24,1,0,25,2,0.08,0.06,0
Angola,AF,AF,30.81,2020-04-25,0,0,25,2,0.08,0.06,0
Angola,AF,AF,30.81,2020-04-26,0,0,25,2,0.08,0.06,0
Angola,AF,AF,30.81,2020-04-27,1,0,26,2,0.07692307692307693,0.06,0
Angola,AF,AF,30.81,2020-04-28,1,0,27,2,0.07407407407407407,0.06,0
Anguilla,SA,SA,0.0,2020-03-27,2,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-03-28,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-03-29,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-03-30,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-03-31,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-01,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-02,0,0,2,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-03,1,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-04,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-05,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-06,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-07,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-08,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-09,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-10,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-11,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-12,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-13,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-14,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-15,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-16,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-17,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-18,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-19,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-20,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-21,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-22,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-23,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-24,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-25,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-26,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-27,0,0,3,0,0.0,,0
Anguilla,SA,SA,0.0,2020-04-28,0,0,3,0,0.0,,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-15,1,0,1,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-21,0,0,1,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-22,0,0,1,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-23,0,0,1,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-24,0,0,1,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-25,2,0,3,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-26,0,0,3,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-27,4,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-28,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-29,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-30,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-03-31,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-01,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-02,0,0,7,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-03,2,0,9,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-04,6,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-05,0,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-06,0,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-07,0,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-08,0,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-09,0,0,15,0,0.0,0.0,0
Antigua_And_Barbuda,SA,SA,0.1,2020-04-10,4,2,19,2,0.10526315789473684,20.0,1
Antigua_And_Barbuda,SA,SA,0.1,2020-04-11,2,0,21,2,0.09523809523809523,20.0,2
Antigua_And_Barbuda,SA,SA,0.1,2020-04-12,0,0,21,2,0.09523809523809523,20.0,3
Antigua_And_Barbuda,SA,SA,0.1,2020-04-13,0,0,21,2,0.09523809523809523,20.0,4
Antigua_And_Barbuda,SA,SA,0.1,2020-04-14,2,0,23,2,0.08695652173913043,20.0,5
Antigua_And_Barbuda,SA,SA,0.1,2020-04-15,0,0,23,2,0.08695652173913043,20.0,6
Antigua_And_Barbuda,SA,SA,0.1,2020-04-16,0,0,23,2,0.08695652173913043,20.0,7
Antigua_And_Barbuda,SA,SA,0.1,2020-04-17,0,0,23,2,0.08695652173913043,20.0,8
Antigua_And_Barbuda,SA,SA,0.1,2020-04-18,0,0,23,2,0.08695652173913043,20.0,9
Antigua_And_Barbuda,SA,SA,0.1,2020-04-19,0,0,23,2,0.08695652173913043,20.0,10
Antigua_And_Barbuda,SA,SA,0.1,2020-04-20,0,0,23,2,0.08695652173913043,20.0,11
Antigua_And_Barbuda,SA,SA,0.1,2020-04-21,0,1,23,3,0.13043478260869565,30.0,12
Antigua_And_Barbuda,SA,SA,0.1,2020-04-22,1,0,24,3,0.125,30.0,13
Antigua_And_Barbuda,SA,SA,0.1,2020-04-23,0,0,24,3,0.125,30.0,14
Antigua_And_Barbuda,SA,SA,0.1,2020-04-24,0,0,24,3,0.125,30.0,15
